From,to,Name,Agents,Results ,Type,Label,Place (modern),Historic affiliation,Archival sources,WIKIDATA ENTITY ID,WIKIDATA COUNTRY ID,COUNTRY NAME,WIKIDATA LOCATION ID,WIKIDATA LOCATION NAME
1781,1781,Capture of HMS Savage,American privateer Congress and the British sloop-of-war HMS Savage,American victory,privateering / piracy,off South Carolina,Charleston / South Carolina,British Empire,#,Q5037020,#,#,#,#
1781,1781,Battle of Blomindon / Battle off Cape Split,three armed American privateer vessels against three Nova Scotian vessels,British victory,privateering / piracy,off Wolfville / Nova Scotia,off Wolfville / Nova Scotia,British Empire,#,Q54933218,Q16,Dominion of Canada,#,#
1781,1781,Treason of Benedict Arnold,"American general Arnold defects to British side 	",Arnold eventually leaves America,supplementary conflict,West Point and New York / North America,New York / United States,British Empire,#,#,#,#,#,#
1781,1781,Action at Osborne's,minor naval–land engagement between British troops and the Virginia State Navy on April 27 / during the American Revolutionary War,British Victory,supplementary conflict,James River at Osborne's / Chesterfield County / Virginia,James River at Osborne's / Chesterfield County / Virginia,British Empire,#,Q19863992,#,#,#,#
1781,1781,Pyle's Massacre,loyalists versus patriots,Patriot victory,supplementary conflict,present-day Alamance County / North Carolina,Alamance County / North Carolina / United States,British Empire,#,Q7263080,#,#,#,#
1781,1781,Raid on Richmond,loyalists / British troops versus patriots,"British Victory
 Severe damage done to Richmond.",supplementary conflict,present-day Richmond / Virginia / and the surrounding area,Richmond / Virginia / USA,British Empire,#,Q16931434,#,#,#,#
1781,1781,Treason of Benedict Arnold,American general Arnold defects to British side,Arnold eventually leaves America,supplementary conflict,West Point and New York / North America,New York / United States,British Empire,#,#,#,#,#,#
1781,1781,Battle of Pine's Bridge,loyalists / British troops versus American patriots,Loyalist victory,supplementary conflict,Yorktown / NY,Yorktown / NY,British Empire,#,Q28873507,#,#,Q3709801,Yorktown / NY
1781,#,Action of 1 May 1781,British victory,British victory,international,210 miles (340 km) off Brest / France,210 miles (340 km) off Brest / France,British Empire / Kingdom of France,#,Q4090279,#,#,#,#
1781,1781,Skirmish at Waters Creek,loyalist / British troops versus patriots,American victory,supplementary conflict,Newport / Virginia,Newport / Virginia,British Empire / United States of America,#,Q7535908,#,#,Q335017,Newport / Virginia
1781,1781,Brodhead's Coshocton expedition,loyalist / British troops versus patriots,American victory,supplementary conflict,Coshocton / Ohio,Coshocton / Ohio,United States of America,#,Q4972988,#,#,Q991020,Coshocton
1782,#,Sylhet uprising / Muharram Rebellion,rising against the East India Company by the Bengali Muslims led by the Pirzada of Sylhet and his two brothers,"British victory /
 suppression of revolt",colonial expansion / consolidation,Sylhet Shahi Eidgah / Asia,Sylhet Shahi Eidgah / Asia,British Empire,#,Q65042005,#,#,#,#
1782,1782,Galway Riot,Wm. Dyott to his father: regt. to move to Galway because of riot.,troops sent over from England,context unclear,Galway / Ireland,Galway / Ireland,British Empire,Staffordshire and Stoke-on-Trent Archive Service: Staffordshire County Record Office D3388/18/4,#,#,#,#,#
1782,#,Ulster Volunteer Convention,Volunteer support for Patriot demands that the Irish parliament be granted greater autonomy,delegates from Ulster Volunteer units adopt resolutions,government,Dugannon / Ireland,Dugannon / Ireland,British Empire,#,#,#,#,#,#
1782,#,Action of 5 September 1782,Inconclusive,Inconclusive,international,135 leagues East of Long Island,135 leagues East of Long Island,British Empire,#,Q16158101,#,#,#,#
1782,#,Action of 4 September 1782,British victory,British victory,international,off Île de Batz / France,off Île de Batz / France,British Empire,#,Q16158090,#,#,#,#
1782,#,Action of 6 December 1782,British victory,British victory,international,Off Martinique / Caribbean,Off Martinique / Caribbean,British Empire,#,Q4090281,#,#,#,#
1782,1782,Riot,In the Affair of the Riot at the Guildhall in Lyme when the new made freemen were prevented from being sworn',#,political freedoms / personal rights,Lyme / England,Lyme / England,British Empire,Northamptonshire Record Office W(A) box 9/parcel XVI,#,#,#,#,#
1782,1782,Naval battle off Halifax,American privateer Jack and the 14-gun Royal Naval brig HMS Observer,British victory,privateering / piracy,off Halifax / Nova Scotia,Halifax / Nova Scotia / Canada,British Empire,#,Q6981993,Q16,Dominion of Canada,#,#
1782,1782,Raid on Lunenburg / Nova Scotia,US privateer / Captain Noah Stoddard / and four other privateer vessels attacked the British settlement,#,privateering / piracy,Lunenburg / Nova Scotia / Canada,Lunenburg / Nova Scotia / Canada,British Empire,#,Q7283751,#,#,Q105441,Lunenburg / Nova Scotia / Canada
1782,1782,Battle of Wambaw,British troops vs. American force of dragoons and infantry,British victory,supplementary conflict,Wambaw,Berkeley County / South Carolina,British Empire,#,Q19882090,#,#,Q495105,Berkeley County / South Carolina
1782,#,Action of 12 December 1782,British victory,British victory,international,Off Ferrol / Spain,Off Ferrol / Spain,British Empire / Spanish Empire,#,Q4677235,Q29,Spain,#,#
1782,#,Action of 15 September 1782,British victory,British victory,international,Delaware Capes,Delaware Bay,British Empire / United States of America,#,Q4677265,#,#,Q738808,Delaware Capes
1783,1793,Riot,"Dolgelley (Dolgellau) 10 October 1783, allegedly led by William Roberts / Edmund Jones and Griffith Roberts / all late of the pa. of Dolgelley (Dolgellau) / yeomen",court hearing of the involved yeomen,context unclear,Dolgelley / Wales,Dolgelley / Wales,British Empire,Gwynedd Archives / Meirionnydd Record Office ZQS/H1784,#,#,#,#,#
1783,1783,Riot and assault,Notice of trial by James Chipperfield for a riot and assault upon the prosecution of Rowland Jones,#,context unclear,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1783/Eph/59,#,#,#,#,#
1783,#,Action of 17 February 1783,British victory,British victory,international,Caribbean sea in between Jamaica & Cuba,Caribbean sea in between Jamaica & Cuba,British Empire,#,Q18204832,#,#,Q1247,Caribbean Sea
1783,#,Action of 15 February 1783,British victory,British victory,international,off Guadeloupe / Caribbean Sea,off Guadeloupe / Caribbean Sea,British Empire,#,Q16158049,#,#,#,#
1783,1783,Riot,caused by press gang activities,mentioned in correspondence by Grace / Lady Knatchbull / with her son Edward,military regulations / peace-keeping,Kent / England,Kent / England,British Empire,Kent History and Library Centre U951/C172/2,#,#,#,#,#
1783,1783,In-effigy burning of Mr. Thompson,riot and burning of an effigy of Mr. Thompson / Quarterman / following his reprimand of two servants / John Stevenson and Richard Brind.,#,personal disputes,Portsmouth / England,Portsmouth / England,British Empire,UK National Archives / ADM 106/1278/381,#,#,#,#,#
1783,1783,Riot,Riot in Winchester between town people and College Boys. Injuries to Lord Grey / Mr. Upton / and 'one of the Bathursts',#,personal disputes,Winchester / England,Winchester / England,British Empire,Hampshire Archives and Local Studies 1M44/44/1,#,#,#,#,#
1783,1783,Riot,riot between government troops and volunteers on St. Patrick's day / impending court martial after death of dragoon and surgeon's servant.,#,political freedoms / personal rights,Staffordshire / England,Staffordshire / England,British Empire,Staffordshire and Stoke-on-Trent Archive Service: Staffordshire County Record Office D3388/19/10,#,#,#,#,#
1783,1783,Riot,industrial unrest at Coal-pit Heath on 7-8 July 1783 when miners threatened the life of John Walker / the colliery bailif,reading of the Riot Act was only narrowly avoided,social / economic,Coal-pit Heath / Nottingham / England,Coal-pit Heath / Nottingham / England,British Empire,Nottingham University Library / Department of Manuscripts and Special Collections Mi E 16/51,#,#,#,#,#
1783,1783,Riot and forceable entry,John Bayley and William Johnson both of Cottingham yeomen: - J.B. to answer complaint of William Hardy of Cottingham for a riot and forceable entry.,#,trespassing on property,Surrey / England,Surrey / England,British Empire,East Riding of Yorkshire Archives and Local Studies Service QSF/300/C/16,#,#,#,#,#
1784,1784,Riot ,led by William Roberts / Edmund Jones and Griffith Roberts,#,context unclear,Gwynedd / Wales,Gwynedd / Wales,British Empire,Gwynedd Archives,#,#,#,#,#
1784,1784,Election Riot,riot at election,Josiah Curson / carpenter / William Cartridge / labourer / John Edwards / wheelwright / William Burr / weaver / Thomas Goode / weaver / Jeremiah Payne the younger / weaver / Joseph Patrick / weaver / John Farmer / sadler / Peter Granner alias Granham / weaver and Benjamin Rose / presser (all Coventry) indicted,elections,Coventry / England,Coventry / England,British Empire,Shakespeare Birthplace Trust ER10/2/1,#,#,#,#,#
1784,1784,Riot,Information: William Fibey v John Shelley - riot and robbery.,#,personal disputes,London / England,London / England,British Empire,London Metropolitan Archives: City of London OB/SP/1784/066a,#,#,#,#,#
1784,1784,Riot,Benjamin Rutter vs. John Shelley,#,personal disputes,London / England,London / England,British Empire,UK National Archives,#,#,#,#,#
1784,1784,Election Riot,Covent Garden / poll for the Westminster election: great riot '& that Mr Fox's mob of Chairmen and Coalporters hath drove Lord Hood's sailors out of Covent Garden / & knocked down every person of the opposite party who they could distinguish by the ribbons in their hats.',The regiment involved became known as 'the bloody regiment'.,political freedoms / personal rights,Westminster / England,Westminster / England,British Empire,Lincolnshire Archives 2 PG 12/14/22,#,#,#,#,#
1784,1784,Corn Riot,account of expenses of a sufferer from corn riot,#,social / economic,West Yorkshire / England,West Yorkshire / England,British Empire,West Yorkshire Archive Service / Wakefield QS1/123/2,#,#,#,#,#
1784,#,Formation of (Protestant) Peep O'Day Boys and (Catholic) Defenders,sectarian conflict between agrarian Protestant association and local Catholics,#,social / economic,Co. Armagh / Ireland,Co. Armagh / Ireland,British Empire,#,#,#,#,#,#
1785,1785,Riot,in Lewes: a case of riot (which was compromised after a meeting with Mr Fisher) ,#,context unclear,Lewes / England,Lewes / England,British Empire,East Sussex Record Office AMS5853/1,#,#,#,#,#
1785,#,Whiteboy / Rightboy disturbances,agrarian conflict,#,social / economic,Munster / Ireland,Munster / Ireland,British Empire,#,#,#,#,#,#
1786,1786,Riot,Certificate of sureties of the peace taken for the appearance of Elizabeth Phillips / William May / Edward Columbine and Ann Kensley to answer an indictment for a riot and assaulting Richard Sudbury,#,context unclear,Surrey / England,Surrey / England,British Empire,Surrey History Centre QS2/6/1786/Eph/52,#,#,#,#,#
1786,1786,Margeret Nicholson's assault on King George III,knife attack on the king (political motives debated),attacker was certified insane and confined in a hospital,mental illness,London / Engand,London / Engand,British Empire,#,#,#,#,#,#
1786,1786,Prison Riot,Thomas Colley alias Collier / labourer / Robert Cooke / bucklemaker / John Ball / labourer / William Lewis / swordhiltmaker / all of Birmingham accused of riot and assault in the prison of the Court of Requests at Deritend,accused man indicted,prisons,Deritend / England,Deritend / England,British Empire,Shakespeare Birthplace Trust ER10/2/3,#,#,#,#,#
1786,1786,Logan's Raid,loyalist / British troops versus patriots,American victory,military regulations / peace-keeping,Mackachack / Ohio,Mackachack / near present West Liberty / Ohio,British Empire / United States of America,#,Q2913176,#,#,#,#
