"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WVZT2LAK","book","2008","Black, William B.","The Glasgow malt tax riots","","","","","","","2008","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 CD-ROM ; 4 3/4 in.","","","","","Glasgow malt tax riots","","","","","William B. Black","[Lenzie]","English","","","Copac","","Copac","","","","","","Malt -- Taxation -- Scotland -- History -- 18th century.; Riots -- Scotland -- Glasgow -- HIstory -- 18th century.; #ShawfieldRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RFMIV5FM","book","1726","Parliament of Great Britain","An Act for vesting in His Majesty an imposition of two pennies Scots upon all ale and beer brewed and sold in the city of Glasgow : and privileges thereof, for satisfying the damages and losses which Daniel Campbell Esq; lately suffered in a riot there","","","","","","Daniel Campbell (1671/2-1753), or Donald Campbell, of Shawfield and Islay, was a leading Glasgow merchant and Member of Parliament, nicknamed “Great Daniel” because of his size and great wealth. At the age of 22 he set up business in New England, before settling in Glasgow, where he traded tobacco for iron ore. He also engaged in the slave trade and in finance. He was very successful as a merchant, and in 1707 purchased the estate of Shawfield or Schawfield, in Rutherglen, from Sir James Hamilton. He also came to possess the valuable estate of Woodhall, near Holytown. A follower of the Duke of Argyll, he represented Inverary in the Scottish parliament from 1702 till the union, and was one of the commissioners who signed the treaty. He also sat in the first Parliament of Great Britain, 1707-8, and represented the Glasgow burghs from 1716 to 1734. In 1711 he built, for his town residence in Glasgow, Shawfield mansion, which became famous in connection with the Shawfield riots in 1725. Campbell had voted for the imposition of the malt tax in Scotland, and on this account the mob, after taking possession of the city and preventing the officers of excise from collecting it, proceeded to the Shawfield mansion and completely demolished the interior. The provost and magistrates were arrested on the ground of having favoured the mob, and Campbell received £9,000 from the city as compensation for the damages caused by the riot. Soon afterwards he purchased the island of Islay, the sum obtained from the city forming a large part of the money paid for it. Campbell's biography A very canny Scot was written by Joanna Hill and Nicholas Bastin, and published in 2007.","1726","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[2],553-556p. ; 2⁰.","","","","","Act","","","","","John Baskett; and Thomas Norris, assignee to George Hills","London","English","","","Copac","","Copac","","","","","","#ShawfieldRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CAMUE8TZ","book","1737","Anon.","The Life and death of Captain John Porteous: Containing the following curious particulars, never before printed, viz. I. His birth, education, and adventures in his youth. II. His behaviour when in flanders. III. His conduct, while captain of the town-guard of Edinburgh. IV. Some remarkable circumstances, which preceded his murder. V. His personal and moral character. VI. An impartial and full account (not to be met with elsewhere) of the debates in P-t upon the Two Bible relating to his murder; with the characters of the principal speakers, and of the Late Lord Provost of Edinburgh. VII. Remarks on the present dispositions of the people and clergy of Scotland. To which is added, a letter containing some further remarks.","","","","","","","1737","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[8],48p. ; 8⁰.","","","","","Life and death","","","","","J. Wilford","Edinburgh","English","","","Copac","","Copac","","http://find.galegroup.com/ecco/infomark.do?contentSet=ECCOArticles&docType=ECCOArticles&bookId=1454501100&type=getFullCitation&tabID=T001&prodId=ECCO&docLevel=TEXT_GRAPHICS&version=1.0&source=library&userG roupName=glasuniv","","","","d. 1527?.; Jane; Shore; #PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CQZSDXQ2","book","1736","Graham, James, jun.","Information for John Porteous, late Captain-Lieutenant of the city-guard of Edinburgh; against His Majesty's Advocate","","","","","","","1736","2020-06-03 15:33:34","2020-06-03 15:33:34","","","36p. ; 4⁰.","","","","","Information","","","","","s.n.","[Edinburgh]","English","","","Copac","","Copac","","","","","","#PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DAL6MC2K","book","1737","P.R. [attributed to Patrick Grant, Lord Elchies, and William Grant, Lord Prestongrange]","A letter from a gentleman at Edinburgh, to a minister in the country, containing an account of the substance of the late conferences of ministers at Edinburgh, concerning the act for bringing to justice the murderers of captain John Porteous","","","","","","","1737","2020-06-03 15:33:34","2020-06-03 15:33:34","","","(8⁰)","","","","","Letter","","","","","Printed and sold by most booksellers in the town","Edinburgh","","","","Copac","","Copac","","","","","","#PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DH6CBX74","manuscript","1736","TNA","SP 54/22/58B: List of prisoners in Edinburgh Castle accused of involvement in the riot, and the hanging of Capt Porteous","","","","","","List of prisoners in Edinburgh Castle accused of involvement in the riot, and the hanging of Capt Porteous; with details of particular crimes with which they are accused","1736-11-04","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","SP 54/22/58B","","","","","","Edinburgh","","","","The National Archives of the UK, Kew","State Papers Scotland, Secretaries of State: State Papers Scotland Series II","National Archive of the UK","","00000","","","http://discovery.nationalarchives.gov.uk/details/r/C6818074","#PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UBQET2W9","manuscript","1736","TNA","SP 54/22/58A: Gen Wade to [Secretary Newcastle]","","","","","","Gen Wade to [Secretary Newcastle]. On sending a guard to Holyrood House. Also on the actions of Edinburgh magistrates concerning the Porteous riot: they did not act to prevent the murder; and also made no attempt to arrest those involved before Islay came to the city, but allowed suspects to flee; and reporting the problem of finding a jury who will convict the prisoners","1736-11-04","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","SP 54/22/58A","","","","","","Edinburgh","","","","The National Archives of the UK, Kew","State Papers Scotland, Secretaries of State: State Papers Scotland Series II","National Archive of the UK","","00000","","","http://discovery.nationalarchives.gov.uk/details/r/C6818073","#PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IBBB6ZJP","manuscript","1736","TNA","SP 54/22/80: Provost of Edinburgh Wilson to [Secretary Newcastle]","","","","","","Provost of Edinburgh Wilson to [Secretary Newcastle]. Concerning the Porteous riot: ""this abomination both astonished and greatly afflicted me and the other magistrates""; and giving an account of their efforts to stop the riot","1736-09-22","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","SP 54/22/80","","","","","","Edinburgh","","","","The National Archives of the UK, Kew","State Papers Scotland, Secretaries of State: State Papers Scotland Series II","National Archive of the UK","","00000","","","http://discovery.nationalarchives.gov.uk/details/r/C6818107","#PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RJJM9IEN","manuscript","1737","TNA","SP 36/41/122: Act to disable Alexander Wilson, Provost of Edinburgh, from holding office in Gt. Britain and to imprison him for his part in the Porteous riots of 1736, to abolish the Town Guard and to remove the gates of the Nether-Bow Port","","","","","","Folio 122. Act to disable Alexander Wilson, Provost of Edinburgh, from holding office in Gt. Britain and to imprison him for his part in the Porteous riots of 1736, to abolish the Town Guard and to remove the gates of the Nether-Bow Port","1737-07-01","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","SP 36/41/122","","","","","","London/Edinburgh","","","","The National Archives of the UK, Kew","State Papers Domestic, George II","National Archive of the UK","","00000","","","http://discovery.nationalarchives.gov.uk/details/r/C7765505","#PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SWQQXIAI","book","1736","Porteous, John [alleged author]","Memorial or State of the case for John Porteous late Captain-Lieutenant of the city-guard of Edinburgh, now lying under sentence of death, as having been sentenced upon the 20th of this present month of July, to be hanged upon Wednesday the 8th day of September thereafter, 1736","","","","","","","1736","2020-06-03 15:33:34","2020-06-03 15:33:34","","","8p. ; 4⁰.","","","","","Memorial","","","","","s.n.","[Edinburgh]","English","","","Copac","","Copac","","","","","","Trials (Murder) -- Scotland -- Early works to 1800.; #PorteousRiots","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LMU3LJXL","book","1719","Anon.","Ex ore tuo te judico. Vox populi, vox Dei","","","","","","","1719","2020-06-03 15:33:34","2020-06-03 15:33:34","","","","","","","","Ex ore tuo te judico","","","","","s.n.","s.l.","","","","","","","","00000","","C:\Users\mobarget\Zotero\storage\23MQDV7J\search.html","","#VoiceofthePeople","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z8HX5F8R","book","1735","Hogarth, William","An insane man (Tom Rakewell) sits on the floor manically grasping at his head, his lover (Sarah Young) cries at the spectacle whilst two attendants attach chains to his legs; they are surrounded by other lunatics at Bethlem hospital, London. Engraving by W. Hogarth, 1763.","","","","","http://wellcomeimages.org/indexplus/miropac/M0013877.html","","1735-06-25","2020-06-03 15:33:34","2020-06-03 15:33:34","","","1 print : line engraving with etching ; platemark 35.8 x 41 cm.","","","","","Insane man","","","","","Publish'd according to Act of Parliament","[London]","English","","","Copac","","Copac","","","","","","Ireland; Rulers; Religion.; Dogs.; Astronomers.; Bethlem Royal Hospital (London, England); Chains.; Costume -- Great Britain -- 18th century.; Fanaticism.; Human behavior.; Lovesickness.; Mental illness.; Mentally ill.; Musicians.; Popes.; Psychiatric aides.; Psychiatric hospital patients -- Restraint.; Psychiatric hospitals.; Social classes.; Tailors.; Urination.; #VoiceofthePeople","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NBSCQCHB","book","1753","Coningesby, George","The Jewish naturalization considered with respect to the voice of the people, its own self-inconsistency, and the disingenuity of its advocates","","","","","","","1753","2020-06-03 15:33:34","2020-06-03 15:33:34","","","(8⁰)","","","","","Jewish naturalization","","","","","s.n.","s.l.","","","","","","","","00000","","","","#VoiceofthePeople","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WI56QATZ","book","1659","Evans, Arise b. 1607.","The voice of the people for a king : shewing the only way for the future settlement and peace of England. Humbly presented to his Excellency the Lord General Monck","","","","","","","1659","2020-06-03 15:33:34","2020-06-03 15:33:34","","","[8],23,[1]p. ; 4to.","","","","","","","","","","printed for the author","London","English","","","Copac","","Jisc","","00000","","","","#VoiceofthePeople","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
